ต้องเช็ค,รุ่น,หมวด,ชื่อรายการ,รหัส (คิดราคา),รหัสอื่นตามสี,ราคา/หน่วย,หน่วย,จำนวน,ยอดเงิน,ขนาดที่ใช้คิด,รหัส (ใบตัด),จำนวนในใบตัด,หน่วยในใบตัด,ตรงกันไหม,ไฟล์ตัดประกอบ
✓ ผ่าน,บานเลื่อนรางบน,อลูมิเนียม,เสาเกี่ยว,B20009,,690,เส้น,2,644.44,360×240 2 บาน · เลื่อนซ้อน,B20009,2,ชิ้น,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อลูมิเนียม,ขวางบน/ล่าง,B20054,,1060,เส้น,4,1460.68,360×240 2 บาน · เลื่อนซ้อน,B20054,4,ชิ้น,ตรง,JR_รางบนเฟรมปกติ_1
⚪ ดูเฉย ๆ,บานเลื่อนรางบน,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,8.64,2280.96,360×240 2 บาน · เลื่อนซ้อน,,,,ใบตัดไม่ลงประเภทนี้,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,รางบน Hafele,JR03141,,2010,เส้น,2,4020,360×240 2 บาน · เลื่อนซ้อน,JR03141,2,ชิ้น,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ล้อรางบน Hafele 100kg,JR00544,,1170,กล่อง,2,2340,360×240 2 บาน · เลื่อนซ้อน,JR00544,2,กล่อง,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,มือจับ กุญแจ (เมโทร),JR00368,,745,ชุด,1,745,360×240 2 บาน · เลื่อนซ้อน,JR00368,1,ชุด,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,มือจับ ล็อค (เมโทร),JR00369,,410,ชุด,2,820,360×240 2 บาน · เลื่อนซ้อน,JR00369,2,ชุด,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,มือจับ ดัมมี่ (เมโทร),JR00370,,310,ชุด,1,310,360×240 2 บาน · เลื่อนซ้อน,JR00370,1,ชุด,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,แกนมือจับ A,JR00478,,18,อัน,4,72,360×240 2 บาน · เลื่อนซ้อน,JR00478,4,อัน,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,แกนมือจับ B,JR00479,,18,อัน,2,36,360×240 2 บาน · เลื่อนซ้อน,JR00479,2,อัน,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ปลายมือจับ ดำ,JR00476,,30,อัน,4,120,360×240 2 บาน · เลื่อนซ้อน,JR00476,4,อัน,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ตัวที เงิน,JR00475,,30,อัน,2,60,360×240 2 บาน · เลื่อนซ้อน,JR00475,2,อัน,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ก้ามปูรับล็อค,JR00477,,9,อัน,4,36,360×240 2 บาน · เลื่อนซ้อน,JR00477,4,อัน,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,"น็อตประกอบบาน 1""",JR00864,,1,ตัว,8,8,360×240 2 บาน · เลื่อนซ้อน,JR00864,8,ตัว,ตรง,JR_รางบนเฟรมปกติ_1
🔵 เช็คว่าคิดเกินไหม,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,สักหลาด 5×3,JR00794,,1.5,ม.,36.8,55.2,360×240 2 บาน · เลื่อนซ้อน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
⚪ ดูเฉย ๆ,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,2,180,360×240 2 บาน · เลื่อนซ้อน,,,,ใบตัดไม่ลงประเภทนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด,มือจับ กุญแจ (Align),JR00377,,,ชุด,,,360×240 2 บาน · เลื่อนซ้อน,JR00377,1,ชุด,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด,มือจับ ล็อค (Align),JR00378,,,ชุด,,,360×240 2 บาน · เลื่อนซ้อน,JR00378,2,ชุด,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด,มือจับ ดัมมี่ (Align),JR00379,,,ชุด,,,360×240 2 บาน · เลื่อนซ้อน,JR00379,1,ชุด,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด (อลู),คานรับราง,"กล่อง 2""X4""",,,ชิ้น,,,360×240 2 บาน · เลื่อนซ้อน,"กล่อง 2""X4""",1,ชิ้น,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อลูมิเนียม,เฟรมบน E-01,E-01,,2235,เส้น,1,2723.91,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อลูมิเนียม,เฟรมล่างกันน้ำ E-03,E-03,,2152,เส้น,1,2622.75,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อลูมิเนียม,เฟรมข้าง E-02C,E-02C,,1995,เส้น,2,2431.41,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อลูมิเนียม,ถาดลองน้ำ E-03B,E-03B,,742,เส้น,1,742,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อลูมิเนียม,เสากุญแจสลิม E-04e,E-04E,,1080,เส้น,2,1316.25,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อลูมิเนียม,เสาเกี่ยวสลิม E-05e,E-05E,,1072,เส้น,4,2613,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อลูมิเนียม,ขวางบน/ล่าง E-07e,E-07E,,1162,เส้น,6,2832.38,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 84.9กก.),,,100,กก.,84.9,8489.83,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ค่าเปิดตู้อบ,,,2000,งาน,1,2000,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,18.6,4910.4,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ล้อ ehr-80 (2/บานเลื่อน),,,135,ลูก,6,810,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ล็อคก้นหอย,JR00456,,100,ตัว,2,200,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,สักหลาด 5×3,JR00794,,1.5,ม.,96,144,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,"น็อต 1""",JR00864,,1,ตัว,20,20,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,3,270,600×300 3 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อลูมิเนียม,ตบปิดเฟรมบน E-01A,E-01A,,270,เส้น,2,658.13,600×300 2 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อลูมิเนียม,ตบธรณีเฟรมล่าง E-03C,E-03C,,450,เส้น,2,1096.88,600×300 2 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 87.39กก.),,,100,กก.,87.39,8738.99,600×300 2 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 116.42กก.),,,100,กก.,116.42,11642.33,600×300 6 บาน · อิสระ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 94.65กก.),,,100,กก.,94.65,9464.83,600×300 3 บาน · สลับ,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 94.7กก.),,,100,กก.,94.7,9470.24,600×300 3 บาน · เปิดคู่กลาง,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 87.44กก.),,,100,กก.,87.44,8744.41,600×300 2 บาน · เปิดคู่กลาง,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 116.48กก.),,,100,กก.,116.48,11647.75,600×300 6 บาน · เปิดคู่กลาง,,,,ยังไม่ผูกไฟล์,
✓ ผ่าน,Velora บานเปิด,อลูมิเนียม,วงกบบน + วงกบข้าง,JR02885,,768,เส้น,3,1031.68,220×200 1 บาน · เดี่ยว,JR02885,3,ชิ้น,ตรง,JR_Velora_บานเปิด
✓ ผ่าน,Velora บานเปิด,อลูมิเนียม,กรอบบาน แนวนอน + กรอบบาน แนวตั้ง,JR02886,,720,เส้น,4,1282.32,220×200 1 บาน · เดี่ยว,JR02886,4,ชิ้น,ตรง,JR_Velora_บานเปิด
✓ ผ่าน,Velora บานเปิด,อลูมิเนียม,ลูกฟูก 2 ทาง แนวตั้ง (ยัดในช่อง) + ลูกฟูก 2 ทาง แนวนอน (ยัดในช่อง),JR01994,,432,เส้น,3,580.32,220×200 1 บาน · เดี่ยว,JR01994,3,ชิ้น,ตรง,JR_Velora_บานเปิด
⚪ ดูเฉย ๆ,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 9.94กก.),,,100,กก.,9.94,994.37,220×200 1 บาน · เดี่ยว,,,,ใบตัดไม่ลงประเภทนี้,JR_Velora_บานเปิด
⚪ ดูเฉย ๆ,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,ค่าเปิดตู้อบ,,,2000,งาน,1,2000,220×200 1 บาน · เดี่ยว,,,,ใบตัดไม่ลงประเภทนี้,JR_Velora_บานเปิด
⚪ ดูเฉย ๆ,Velora บานเปิด,กระจก,กระจก เทมเปอร์ใส 6มม.,,,403,ตร.ม.,4.4,1773.2,220×200 1 บาน · เดี่ยว,,,,ใบตัดไม่ลงประเภทนี้,JR_Velora_บานเปิด
✓ ผ่าน,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,บานพับ (4 ตัว/บาน),JR00561,JR00560,110,ตัว,4,440,220×200 1 บาน · เดี่ยว,JR00561,4,ตัว,ตรง,JR_Velora_บานเปิด
✓ ผ่าน,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,มือจับ,JR00355,JR00356,450,ชุด,1,450,220×200 1 บาน · เดี่ยว,JR00355,1,ชุด,ตรง,JR_Velora_บานเปิด
✓ ผ่าน,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,2,180,220×200 1 บาน · เดี่ยว,JR00504,2,หลอด,ตรง,JR_Velora_บานเปิด
⚪ ดูเฉย ๆ,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 15.43กก.),,,100,กก.,15.43,1543.16,220×200 2 บาน · เดี่ยว,,,,ใบตัดไม่ลงประเภทนี้,JR_Velora_บานเปิด
🔵 เช็คว่าคิดเกินไหม,ประตูบานเปิด PC Door,อลูมิเนียม,"คาน (กล่อง 1""x4"") + เสารับบานเลื่อน (กล่อง 1""x4"")",JR01840,,905,เส้น,2,681.39,150×200 2 บาน · แบ่ง 2,,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
🔵 เช็คว่าคิดเกินไหม,ประตูบานเปิด PC Door,อลูมิเนียม,ฝาครอบรางบน,JR03136,,600,เส้น,1,187.46,150×200 2 บาน · แบ่ง 2,,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,รางบนบานเลื่อน Hafele,JR03141,,2010,เส้น,1,622.76,150×200 2 บาน · แบ่ง 2,JR03141,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,วงกบบานเปิด เมืองทอง,JR03129,,1820,เส้น,1,778.81,150×200 2 บาน · แบ่ง 2,JR03129,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,ชนกลางรับบานเลื่อน เมืองทอง,JR03125,,355,เส้น,1,148.83,150×200 2 บาน · แบ่ง 2,JR03125,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,กรอบบานเปิด เมืองทอง (สูง) + กรอบบานเปิด เมืองทอง (กว้าง),JR03126,,1600,เส้น,4,1840.8,150×200 2 บาน · แบ่ง 2,JR03126,4,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,เสากุญแจ (บานเลื่อน) B20051,B20051,,885,เส้น,1,336.52,150×200 2 บาน · แบ่ง 2,B20051,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,เสาเกี่ยว (บานเลื่อน) B20009,B20009,,690,เส้น,1,262.37,150×200 2 บาน · แบ่ง 2,B20009,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,ขวางบน/ล่าง (บานเลื่อน) B20054,B20054,,1060,เส้น,2,273.88,150×200 2 บาน · แบ่ง 2,B20054,2,ชิ้น,ตรง,JR_PCDoor
⚪ ดูเฉย ๆ,ประตูบานเปิด PC Door,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,3,792,150×200 2 บาน · แบ่ง 2,,,,ใบตัดไม่ลงประเภทนี้,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ล้อรางบน Hafele 100kg,JR00544,,1170,กล่อง,1,1170,150×200 2 บาน · แบ่ง 2,JR00544,1,กล่อง,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,มือจับ กุญแจ (Align),JR00377,,99,ชุด,1,99,150×200 2 บาน · แบ่ง 2,JR00377,1,ชุด,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,มือจับ ล็อค (Align),JR00378,,69,ชุด,2,138,150×200 2 บาน · แบ่ง 2,JR00378,2,ชุด,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,มือจับ ดัมมี่ (Align),JR00379,,62,ชุด,1,62,150×200 2 บาน · แบ่ง 2,JR00379,1,ชุด,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,แกนมือจับ A,JR00478,,18,อัน,4,72,150×200 2 บาน · แบ่ง 2,JR00478,4,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,แกนมือจับ B,JR00479,,18,อัน,2,36,150×200 2 บาน · แบ่ง 2,JR00479,2,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ปลายมือจับ ดำ,JR00476,,30,อัน,4,120,150×200 2 บาน · แบ่ง 2,JR00476,4,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ตัวที เงิน,JR00475,,30,อัน,2,60,150×200 2 บาน · แบ่ง 2,JR00475,2,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ก้ามปูรับล็อค,JR00477,,9,อัน,4,36,150×200 2 บาน · แบ่ง 2,JR00477,4,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,"น็อตประกอบบาน 1"" + น็อตเฟรม 1""",JR00864,,1,ตัว,12,12,150×200 2 บาน · แบ่ง 2,JR00864,12,ตัว,ตรง,JR_PCDoor
🔵 เช็คว่าคิดเกินไหม,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,สักหลาด 5×3,JR00794,,1.5,เมตร,14,21,150×200 2 บาน · แบ่ง 2,,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,หัวต่อราง,JR02969,,0,อัน,1,0,150×200 2 บาน · แบ่ง 2,JR02969,1,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,บานพับไม่บาก,JR00473,,82,ตัว,4,328,150×200 2 บาน · แบ่ง 2,JR00473,4,ตัว,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,กลอน,JR00630,,450,อัน,1,450,150×200 2 บาน · แบ่ง 2,JR00630,1,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ปลายกลอน,JR00598,,80,อัน,1,80,150×200 2 บาน · แบ่ง 2,JR00598,1,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ยางกรอบบาน/วงกบ,JR00771,,11,เมตร,14,154,150×200 2 บาน · แบ่ง 2,JR00771,14,เมตร,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ซิลิโคน ใน+นอก,JR00504,,90,หลอด,2,180,150×200 2 บาน · แบ่ง 2,JR00504,2,หลอด,ตรง,JR_PCDoor
🟠 ต้องเติม,ประตูบานเปิด PC Door,มีแต่ในใบตัด (อลู),คาน,"กล่อง 1""X4""",,,ชิ้น,,,150×200 2 บาน · แบ่ง 2,"กล่อง 1""X4""",2,ชิ้น,คิดราคาไม่มีรายการนี้,JR_PCDoor
🟠 ต้องเติม,ประตูบานเปิด PC Door,มีแต่ในใบตัด (อลู),ฝาครอบรางบน,JR03135,,,ชิ้น,,,150×200 2 บาน · แบ่ง 2,JR03135,1,ชิ้น,คิดราคาไม่มีรายการนี้,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,มือจับ กุญแจ (เมโทร),JR00368,,745,ชุด,1,745,150×200 2 บาน · แบ่ง 2,JR00368,1,ชุด,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,มือจับ ล็อค (เมโทร),JR00369,,410,ชุด,2,820,150×200 2 บาน · แบ่ง 2,JR00369,2,ชุด,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,มือจับ ดัมมี่ (เมโทร),JR00370,,310,ชุด,1,310,150×200 2 บาน · แบ่ง 2,JR00370,1,ชุด,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,ชนกลางบานเลื่อน B20046,B20046,,240,เส้น,1,94.33,150×200 2 บาน · แบ่ง 4,B20046,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,บานยก,อลูมิเนียม,เฟรมบน (HEAD),B28009,,1000,เส้น,1,192.97,100×150 1 บาน · เดี่ยว,B28009,1,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,ตบปิดเฟรมบน (COVER HEAD),B28010,,395,เส้น,1,72.69,100×150 1 บาน · เดี่ยว,B28010,1,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,กรอบบาน แนวนอน (SASH↔) + กรอบบาน แนวตั้ง (SASH↕),B28011,,600,เส้น,8,766.35,100×150 1 บาน · เดี่ยว,B28011,8,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,คิ้วยึดเสาเกี่ยว (ADAPTOR),B28012,,195,เส้น,2,68.76,100×150 1 บาน · เดี่ยว,B28012,2,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,เสาเกี่ยว (INTERLOCK),B28013,,195,เส้น,2,70.35,100×150 1 บาน · เดี่ยว,B28013,2,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,เฟรมล่าง (SILL),B28014,,840,เส้น,1,162.09,100×150 1 บาน · เดี่ยว,B28014,1,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,เสาเสริมเฟรมข้าง (JAMB ADAPTOR),B28015,,60,เส้น,2,34.88,100×150 1 บาน · เดี่ยว,B28015,2,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,เฟรมข้าง (NARROW FRAME),B10004,,1175,เส้น,2,716.02,100×150 1 บาน · เดี่ยว,B10004,2,ชิ้น,ตรง,JR_บานยก_ฟูจิ
🔵 เช็คว่าคิดเกินไหม,บานยก,อลูมิเนียม,กล่องร่องมีสกรู,,,995,เส้น,1,202.11,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
⚪ ดูเฉย ๆ,บานยก,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,1.5,396,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่ลงประเภทนี้,JR_บานยก_ฟูจิ
🔵 เช็คว่าคิดเกินไหม,บานยก,อุปกรณ์/สิ้นเปลือง,กล่องอุปกรณ์,,,1350,ชุด,1,1350,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
🟠 ต้องเติม,บานยก,มีแต่ในใบตัด,ไกด์ประคองกรอบบาน (06-003),,,,PCS,,,100×150 1 บาน · เดี่ยว,—,4,PCS,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
🔵 เช็คว่าคิดเกินไหม,บานยก,อุปกรณ์/สิ้นเปลือง,ล๊อคกลาง,,,70,ตัว,1,70,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
🔵 เช็คว่าคิดเกินไหม,บานยก,อุปกรณ์/สิ้นเปลือง,คอยสปริง,,,160,ตัว,2,320,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
🔵 เช็คว่าคิดเกินไหม,บานยก,อุปกรณ์/สิ้นเปลือง,ฝาปิดฝุ่น,,,10,ตัว,2,20,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
🔵 เช็คว่าคิดเกินไหม,บานยก,อุปกรณ์/สิ้นเปลือง,ตลับตะขอเกี่ยว,,,130,ตัว,4,520,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
🔵 เช็คว่าคิดเกินไหม,บานยก,อุปกรณ์/สิ้นเปลือง,กิ๊ปล็อค,,,20,ตัว,4,80,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
🔵 เช็คว่าคิดเกินไหม,บานยก,อุปกรณ์/สิ้นเปลือง,กล่องใส่สปริง,,,30,ตัว,2,60,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
⚪ ดูเฉย ๆ,บานยก,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,1,90,100×150 1 บาน · เดี่ยว,,,,ใบตัดไม่ลงประเภทนี้,JR_บานยก_ฟูจิ
🔵 เช็คว่าคิดเกินไหม,บานยก,อุปกรณ์/สิ้นเปลือง,กล่องอุปกรณ์ (ถ่วง),,,2520,ชุด,1,2520,100×150 1 บาน · ถ่วง,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
✓ ผ่าน,บานเฟี้ยม ยูโร,อลูมิเนียม,F7968 เฟรมบนบานเฟี้ยม,F7968,,3415,เส้น,1,3415,180×280 2 บาน · 2บาน: รวบเปิดซ้าย (2-0),F7968,1,ชิ้น,ตรง,JR_เฟี้ยมยูโร
✓ ผ่าน,บานเฟี้ยม ยูโร,อลูมิเนียม,เฟรมล่าง/รางยู,F7969,F7932,1895,เส้น,1,1895,180×280 2 บาน · 2บาน: รวบเปิดซ้าย (2-0),F7969,1,ชิ้น,ตรง,JR_เฟี้ยมยูโร
✓ ผ่าน,บานเฟี้ยม ยูโร,อลูมิเนียม,F7970 เฟรมข้างบานเฟี้ยม,F7970,,1120,เส้น,2,1120,180×280 2 บาน · 2บาน: รวบเปิดซ้าย (2-0),F7970,2,ชิ้น,ตรง,JR_เฟี้ยมยูโร
